Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,premium_yes,plan,primary_genre,segment,segment_label,frequency_band,recommendation_band,is_high_intent,record_count
35~60,Female,Less than 6 months,Computer or laptop,Individual Plan- Rs 119/month,No,Student Plan-Rs 59/month,Podcast,Pop,Morning,Sadness or melancholy,Once a week,Playlists,2,Never,Lifestyle and Health,Interview,Well known individuals,Long (more than 30 minutes),Very Dissatisfied,0,individual,Pop,,Unsampled,Medium,Low rating,0,1
20~35,Female,6 months to 1 year,Smart speakers or voice assistants,Family Plan-Rs 179/month,No,Family Plan-Rs 179/month,Podcast,Jazz,Night,Relaxation and stress relief,Never,Playlists,1,Once a week,Technology,,Both,Short (less than 15 minutes),Satisfied,0,family,Jazz,,Unsampled,Low,Low rating,0,1
12~20,Male,6 months to 1 year,Computer or laptop,Student Plan-Rs 59/month,Yes,,Music,Pop,Afternoon,Relaxation and stress relief,Once a week,Playlists,5,Never,Lifestyle and Health,Interview,Both,Medium (15-30 minutes),Satisfied,1,student,Pop,0.0,Segment 0,Medium,High rating,0,1
12~20,Male,1 year to 2 years,Smartphone,Family Plan-Rs 179/month,No,Student Plan-Rs 59/month,Music,Classical,Evening,Sadness or melancholy,Rarely,Recommendations,2,Never,Comedy,,Well known individuals,Short (less than 15 minutes),Very Dissatisfied,0,family,Classical,,Unsampled,Low,Low rating,0,1
12~20,Male,Less than 6 months,Computer or laptop,Family Plan-Rs 179/month,No,Family Plan-Rs 179/month,Podcast,Rap,Morning,Sadness or melancholy,Rarely,Recommendations,3,Rarely,Sports,,Both,,Neutral,0,family,Rap,,Unsampled,Low,Neutral rating,0,1
12~20,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,Classical,Night,Sadness or melancholy,Several times a week,Recommendations,4,Rarely,Lifestyle and Health,,Well known individuals,Long (more than 30 minutes),Very Satisfied,1,free,Classical,0.0,Segment 0,High,High rating,1,1
35~60,Female,Less than 6 months,Smartphone,Family Plan-Rs 179/month,Yes,Student Plan-Rs 59/month,Music,Pop,Night,Sadness or melancholy,Several times a week,Playlists,3,Rarely,,Story telling,Both,,Dissatisfied,1,family,Pop,,Unsampled,High,Neutral rating,0,1
20~35,Female,Less than 6 months,Tablet,Family Plan-Rs 179/month,Yes,Family Plan-Rs 179/month,Podcast,Rap,Evening,Relaxation and stress relief,Daily,Playlists,3,Rarely,Technology,Interview,Well known individuals,Short (less than 15 minutes),Satisfied,1,family,Rap,,Unsampled,High,Neutral rating,0,1
12~20,Others,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/month,Music,Classical,Morning,Relaxation and stress relief,Several times a week,Playlists,2,Once a week,Comedy,Story telling,Well known individuals,Medium (15-30 minutes),Very Satisfied,1,free,Classical,0.0,Segment 0,High,Low rating,0,1
20~35,Male,6 months to 1 year,Computer or laptop,Free (ad-supported),No,Family Plan-Rs 179/month,Podcast,Melody,Evening,Sadness or melancholy,Once a week,Recommendations,3,Daily,Sports,Discussion,Both,,Very Satisfied,0,free,Melody,,Unsampled,Medium,Neutral rating,0,1
35~60,Others,More than 2 years,Tablet,Free (ad-supported),Yes,Individual Plan- Rs 119/month,Music,Jazz,Morning,Sadness or melancholy,Several times a week,Playlists,5,Once a week,Lifestyle and Health,,Well known individuals,,Very Satisfied,1,free,Jazz,,Unsampled,High,High rating,1,1
35~60,Male,Less than 6 months,Smartphone,Family Plan-Rs 179/month,No,Individual Plan- Rs 119/month,Podcast,Jazz,Morning,Relaxation and stress relief,Rarely,Recommendations,1,Daily,Comedy,Interview,Both,Short (less than 15 minutes),Dissatisfied,0,family,Jazz,,Unsampled,Low,Low rating,0,1
20~35,Female,6 months to 1 year,Tablet,Free (ad-supported),No,,Music,Classical,Night,Relaxation and stress relief,Daily,Recommendations,3,Rarely,Sports,Discussion,Well known individuals,Short (less than 15 minutes),Very Dissatisfied,0,free,Classical,,Unsampled,High,Neutral rating,0,1
35~60,Female,1 year to 2 years,Smartphone,Individual Plan- Rs 119/month,Yes,Student Plan-Rs 59/month,Podcast,Melody,Night,Relaxation and stress relief,Rarely,Recommendations,5,Rarely,,Discussion,Both,Long (more than 30 minutes),Very Satisfied,1,individual,Melody,,Unsampled,Low,High rating,0,1
35~60,Others,More than 2 years,Smart speakers or voice assistants,Student Plan-Rs 59/month,Yes,Family Plan-Rs 179/month,Podcast,Rap,Evening,Sadness or melancholy,Never,Recommendations,4,Once a week,Lifestyle and Health,Story telling,,,Satisfied,1,student,Rap,0.0,Segment 0,Low,High rating,0,1
12~20,Male,6 months to 1 year,Smartphone,Family Plan-Rs 179/month,Yes,Student Plan-Rs 59/month,Music,Rock,Evening,Social gatherings or parties,Several times a week,Recommendations,5,Never,Comedy,Story telling,Well known individuals,Medium (15-30 minutes),Neutral,1,family,Rock,0.0,Segment 0,High,High rating,1,1
20~35,Male,1 year to 2 years,Smart speakers or voice assistants,Individual Plan- Rs 119/month,Yes,,Music,Rock,Morning,Relaxation and stress relief,Never,Recommendations,5,Once a week,Technology,Story telling,Both,Long (more than 30 minutes),Dissatisfied,1,individual,Rock,0.0,Segment 0,Low,High rating,0,1
35~60,Male,1 year to 2 years,Smartphone,Student Plan-Rs 59/month,Yes,Individual Plan- Rs 119/month,Podcast,Pop,Evening,Relaxation and stress relief,Once a week,Playlists,2,Daily,Technology,Interview,Well known individuals,Short (less than 15 minutes),Dissatisfied,1,student,Pop,,Unsampled,Medium,Low rating,0,1
35~60,Others,6 months to 1 year,Computer or laptop,Free (ad-supported),No,Individual Plan- Rs 119/month,Music,Melody,Night,Relaxation and stress relief,Several times a week,Playlists,5,Rarely,,,,Long (more than 30 minutes),Very Dissatisfied,0,free,Melody,0.0,Segment 0,High,High rating,0,1
12~20,Male,6 months to 1 year,Computer or laptop,Individual Plan- Rs 119/month,Yes,Student Plan-Rs 59/month,Music,Pop,Afternoon,Sadness or melancholy,Daily,Recommendations,5,Once a week,Technology,Story telling,Both,Long (more than 30 minutes),Neutral,1,individual,Pop,,Unsampled,High,High rating,1,1
12~20,Female,1 year to 2 years,Smart speakers or voice assistants,Individual Plan- Rs 119/month,Yes,Family Plan-Rs 179/month,Podcast,Pop,Morning,Sadness or melancholy,Never,Recommendations,3,Rarely,Sports,,Famous personalities,,Very Dissatisfied,1,individual,Pop,0.0,Segment 0,Low,Neutral rating,0,1
35~60,Female,1 year to 2 years,Smart speakers or voice assistants,Family Plan-Rs 179/month,Yes,Family Plan-Rs 179/month,Music,Rap,Evening,Social gatherings or parties,Daily,Recommendations,2,Once a week,Comedy,Discussion,,Long (more than 30 minutes),Neutral,1,family,Rap,,Unsampled,High,Low rating,0,1
12~20,Male,1 year to 2 years,Smart speakers or voice assistants,Individual Plan- Rs 119/month,No,Family Plan-Rs 179/month,Podcast,Classical,Evening,Social gatherings or parties,Never,Recommendations,3,Once a week,Lifestyle and Health,Story telling,Both,Medium (15-30 minutes),Very Satisfied,0,individual,Classical,,Unsampled,Low,Neutral rating,0,1
12~20,Female,More than 2 years,Smart speakers or voice assistants,Student Plan-Rs 59/month,Yes,,Podcast,Classical,Morning,Social gatherings or parties,Never,Recommendations,4,Once a week,Lifestyle and Health,,,Short (less than 15 minutes),Satisfied,1,student,Classical,0.0,Segment 0,Low,High rating,0,1
35~60,Others,More than 2 years,Smartphone,Student Plan-Rs 59/month,No,,Podcast,Rock,Afternoon,Social gatherings or parties,Never,Playlists,4,Daily,Technology,Story telling,Well known individuals,Long (more than 30 minutes),Very Satisfied,0,student,Rock,,Unsampled,Low,High rating,0,1
35~60,Male,6 months to 1 year,Smartphone,Individual Plan- Rs 119/month,Yes,Family Plan-Rs 179/month,Podcast,Melody,Morning,Social gatherings or parties,Several times a week,Playlists,5,Once a week,Sports,Interview,,Medium (15-30 minutes),Satisfied,1,individual,Melody,,Unsampled,High,High rating,1,1
35~60,Female,1 year to 2 years,Tablet,Individual Plan- Rs 119/month,No,Family Plan-Rs 179/month,Music,Melody,Morning,Relaxation and stress relief,Never,Recommendations,4,Once a week,Comedy,,,Medium (15-30 minutes),Neutral,0,individual,Melody,,Unsampled,Low,High rating,0,1
20~35,Male,Less than 6 months,Smartphone,Individual Plan- Rs 119/month,Yes,Family Plan-Rs 179/month,Podcast,Rock,Evening,Relaxation and stress relief,Never,Playlists,2,Once a week,Lifestyle and Health,Discussion,Famous personalities,Short (less than 15 minutes),Very Satisfied,1,individual,Rock,,Unsampled,Low,Low rating,0,1
12~20,Others,6 months to 1 year,Computer or laptop,Individual Plan- Rs 119/month,Yes,,Podcast,Melody,Afternoon,Sadness or melancholy,Daily,Recommendations,4,Several times a week,Technology,,Well known individuals,,Neutral,1,individual,Melody,0.0,Segment 0,High,High rating,1,1
35~60,Female,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,Classical,Night,Social gatherings or parties,Never,Playlists,5,Several times a week,Technology,Discussion,Well known individuals,Short (less than 15 minutes),Dissatisfied,1,free,Classical,,Unsampled,Low,High rating,0,1
12~20,Female,More than 2 years,Computer or laptop,Family Plan-Rs 179/month,Yes,Individual Plan- Rs 119/month,Podcast,Pop,Afternoon,Relaxation and stress relief,Never,Playlists,4,Once a week,Lifestyle and Health,Discussion,Well known individuals,Medium (15-30 minutes),Satisfied,1,family,Pop,,Unsampled,Low,High rating,0,1
35~60,Male,1 year to 2 years,Smart speakers or voice assistants,Family Plan-Rs 179/month,No,Student Plan-Rs 59/month,Podcast,Rap,Evening,Social gatherings or parties,Never,Recommendations,5,Daily,Comedy,,Both,Short (less than 15 minutes),Very Dissatisfied,0,family,Rap,,Unsampled,Low,High rating,0,1
12~20,Male,1 year to 2 years,Smart speakers or voice assistants,Family Plan-Rs 179/month,Yes,Individual Plan- Rs 119/month,Music,Pop,Afternoon,Sadness or melancholy,Never,Playlists,4,Rarely,Lifestyle and Health,Discussion,,Short (less than 15 minutes),Neutral,1,family,Pop,0.0,Segment 0,Low,High rating,0,1
20~35,Male,More than 2 years,Smartphone,Student Plan-Rs 59/month,Yes,,Music,Jazz,Afternoon,Relaxation and stress relief,Several times a week,Playlists,5,Several times a week,,Story telling,,Long (more than 30 minutes),Very Satisfied,1,student,Jazz,,Unsampled,High,High rating,1,1
12~20,Male,6 months to 1 year,Smartphone,Family Plan-Rs 179/month,No,,Podcast,Jazz,Afternoon,Sadness or melancholy,Daily,Playlists,5,Rarely,Comedy,Discussion,,Short (less than 15 minutes),Neutral,0,family,Jazz,,Unsampled,High,High rating,0,1
12~20,Male,More than 2 years,Smartphone,Family Plan-Rs 179/month,Yes,Individual Plan- Rs 119/month,Music,Classical,Morning,Social gatherings or parties,Daily,Playlists,4,Several times a week,Lifestyle and Health,Discussion,,Short (less than 15 minutes),Satisfied,1,family,Classical,,Unsampled,High,High rating,1,1
20~35,Female,Less than 6 months,Smart speakers or voice assistants,Free (ad-supported),No,Individual Plan- Rs 119/month,Podcast,Pop,Evening,Social gatherings or parties,Rarely,Playlists,5,Never,Technology,Story telling,,,Satisfied,0,free,Pop,,Unsampled,Low,High rating,0,1
35~60,Others,More than 2 years,Tablet,Family Plan-Rs 179/month,Yes,Family Plan-Rs 179/month,Podcast,Pop,Morning,Relaxation and stress relief,Rarely,Playlists,4,Several times a week,Technology,Interview,,,Satisfied,1,family,Pop,,Unsampled,Low,High rating,0,1
35~60,Female,6 months to 1 year,Smartphone,Individual Plan- Rs 119/month,No,Individual Plan- Rs 119/month,Music,Rock,Morning,Social gatherings or parties,Never,Playlists,3,Several times a week,Lifestyle and Health,,Well known individuals,Long (more than 30 minutes),Dissatisfied,0,individual,Rock,0.0,Segment 0,Low,Neutral rating,0,1
20~35,Male,1 year to 2 years,Computer or laptop,Individual Plan- Rs 119/month,No,,Podcast,Rock,Evening,Sadness or melancholy,Several times a week,Playlists,5,Once a week,,Discussion,Famous personalities,,Dissatisfied,0,individual,Rock,0.0,Segment 0,High,High rating,0,1
12~20,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Jazz,Night,Relaxation and stress relief,Once a week,Recommendations,2,Daily,,,Famous personalities,,Neutral,1,free,Jazz,,Unsampled,Medium,Low rating,0,1
20~35,Male,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),Yes,Individual Plan- Rs 119/month,Podcast,Jazz,Afternoon,Social gatherings or parties,Once a week,Recommendations,2,Daily,,Interview,,,Very Dissatisfied,1,free,Jazz,,Unsampled,Medium,Low rating,0,1
20~35,Male,More than 2 years,Tablet,Student Plan-Rs 59/month,Yes,Family Plan-Rs 179/month,Music,Melody,Evening,Sadness or melancholy,Never,Playlists,5,Never,,,Well known individuals,Medium (15-30 minutes),Very Dissatisfied,1,student,Melody,,Unsampled,Low,High rating,0,1
20~35,Female,More than 2 years,Smartphone,Individual Plan- Rs 119/month,No,Student Plan-Rs 59/month,Podcast,Melody,Afternoon,Relaxation and stress relief,Once a week,Playlists,5,Daily,Comedy,,Well known individuals,,Very Dissatisfied,0,individual,Melody,,Unsampled,Medium,High rating,0,1
35~60,Others,1 year to 2 years,Smartphone,Student Plan-Rs 59/month,Yes,Student Plan-Rs 59/month,Podcast,Rap,Afternoon,Sadness or melancholy,Several times a week,Recommendations,1,Several times a week,Lifestyle and Health,Discussion,Well known individuals,Long (more than 30 minutes),Dissatisfied,1,student,Rap,,Unsampled,High,Low rating,0,1
20~35,Female,Less than 6 months,Smartphone,Individual Plan- Rs 119/month,Yes,,Podcast,Pop,Afternoon,Relaxation and stress relief,Rarely,Recommendations,4,Rarely,Sports,Discussion,,Long (more than 30 minutes),Neutral,1,individual,Pop,,Unsampled,Low,High rating,0,1
35~60,Female,More than 2 years,Computer or laptop,Individual Plan- Rs 119/month,Yes,Individual Plan- Rs 119/month,Music,Melody,Evening,Relaxation and stress relief,Rarely,Playlists,1,Daily,Comedy,,Well known individuals,Long (more than 30 minutes),Very Dissatisfied,1,individual,Melody,,Unsampled,Low,Low rating,0,1
35~60,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),No,,Podcast,Jazz,Evening,Sadness or melancholy,Rarely,Recommendations,5,Never,Technology,Interview,,Medium (15-30 minutes),Very Dissatisfied,0,free,Jazz,,Unsampled,Low,High rating,0,1
12~20,Male,6 months to 1 year,Smart speakers or voice assistants,Family Plan-Rs 179/month,No,Student Plan-Rs 59/month,Podcast,Melody,Morning,Relaxation and stress relief,Several times a week,Recommendations,4,Daily,Comedy,Story telling,Both,Long (more than 30 minutes),Neutral,0,family,Melody,,Unsampled,High,High rating,0,1
12~20,Female,6 months to 1 year,Smartphone,Family Plan-Rs 179/month,No,Individual Plan- Rs 119/month,Music,Pop,Night,Relaxation and stress relief,Daily,Recommendations,2,Several times a week,Technology,Story telling,Well known individuals,,Very Dissatisfied,0,family,Pop,,Unsampled,High,Low rating,0,1
20~35,Male,Less than 6 months,Smart speakers or voice assistants,Free (ad-supported),No,Individual Plan- Rs 119/month,Music,Pop,Night,Sadness or melancholy,Several times a week,Recommendations,2,Once a week,Sports,Discussion,Both,,Neutral,0,free,Pop,,Unsampled,High,Low rating,0,1
12~20,Others,More than 2 years,Smart speakers or voice assistants,Individual Plan- Rs 119/month,No,Individual Plan- Rs 119/month,Podcast,Rap,Night,Sadness or melancholy,Several times a week,Playlists,2,Once a week,Sports,,Well known individuals,Medium (15-30 minutes),Very Dissatisfied,0,individual,Rap,,Unsampled,High,Low rating,0,1
12~20,Male,More than 2 years,Computer or laptop,Student Plan-Rs 59/month,Yes,Student Plan-Rs 59/month,Podcast,Rap,Evening,Social gatherings or parties,Several times a week,Playlists,1,Rarely,Lifestyle and Health,Interview,,Medium (15-30 minutes),Satisfied,1,student,Rap,,Unsampled,High,Low rating,0,1
12~20,Female,More than 2 years,Smartphone,Family Plan-Rs 179/month,No,Student Plan-Rs 59/month,Podcast,Melody,Evening,Relaxation and stress relief,Rarely,Recommendations,2,Once a week,Lifestyle and Health,,,,Satisfied,0,family,Melody,0.0,Segment 0,Low,Low rating,0,1
35~60,Male,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Rock,Morning,Relaxation and stress relief,Daily,Recommendations,4,Once a week,Lifestyle and Health,Discussion,Both,Short (less than 15 minutes),Dissatisfied,0,free,Rock,0.0,Segment 0,High,High rating,0,1
12~20,Male,1 year to 2 years,Tablet,Free (ad-supported),Yes,Student Plan-Rs 59/month,Podcast,Melody,Evening,Relaxation and stress relief,Daily,Playlists,5,Rarely,Lifestyle and Health,Interview,Well known individuals,Long (more than 30 minutes),Satisfied,1,free,Melody,,Unsampled,High,High rating,1,1
35~60,Male,1 year to 2 years,Tablet,Free (ad-supported),Yes,Student Plan-Rs 59/month,Podcast,Rap,Night,Sadness or melancholy,Several times a week,Recommendations,5,Once a week,Comedy,,Famous personalities,Short (less than 15 minutes),Satisfied,1,free,Rap,,Unsampled,High,High rating,1,1
35~60,Male,6 months to 1 year,Smartphone,Individual Plan- Rs 119/month,Yes,Family Plan-Rs 179/month,Podcast,Rap,Morning,Social gatherings or parties,Never,Playlists,5,Never,Sports,Interview,Well known individuals,Short (less than 15 minutes),Very Satisfied,1,individual,Rap,,Unsampled,Low,High rating,0,1
20~35,Female,More than 2 years,Computer or laptop,Individual Plan- Rs 119/month,Yes,Student Plan-Rs 59/month,Music,Classical,Night,Social gatherings or parties,Once a week,Playlists,2,Daily,Lifestyle and Health,Discussion,Well known individuals,Short (less than 15 minutes),Neutral,1,individual,Classical,,Unsampled,Medium,Low rating,0,1
35~60,Female,1 year to 2 years,Smart speakers or voice assistants,Individual Plan- Rs 119/month,Yes,Family Plan-Rs 179/month,Podcast,Classical,Morning,Relaxation and stress relief,Never,Playlists,4,Never,Comedy,Discussion,Well known individuals,,Dissatisfied,1,individual,Classical,,Unsampled,Low,High rating,0,1
35~60,Female,Less than 6 months,Smartphone,Individual Plan- Rs 119/month,Yes,Student Plan-Rs 59/month,Podcast,Melody,Evening,Relaxation and stress relief,Rarely,Playlists,4,Once a week,Sports,Interview,Both,Short (less than 15 minutes),Dissatisfied,1,individual,Melody,,Unsampled,Low,High rating,0,1
12~20,Others,6 months to 1 year,Tablet,Family Plan-Rs 179/month,No,Student Plan-Rs 59/month,Podcast,Melody,Night,Social gatherings or parties,Daily,Playlists,2,Once a week,Technology,Interview,Famous personalities,,Neutral,0,family,Melody,,Unsampled,High,Low rating,0,1
35~60,Female,Less than 6 months,Smartphone,Student Plan-Rs 59/month,No,Family Plan-Rs 179/month,Podcast,Rap,Afternoon,Relaxation and stress relief,Daily,Playlists,3,Several times a week,,Interview,,Long (more than 30 minutes),Very Dissatisfied,0,student,Rap,0.0,Segment 0,High,Neutral rating,0,1
20~35,Others,Less than 6 months,Computer or laptop,Student Plan-Rs 59/month,Yes,Student Plan-Rs 59/month,Podcast,Rap,Evening,Relaxation and stress relief,Rarely,Playlists,4,Never,Comedy,Discussion,Both,Long (more than 30 minutes),Satisfied,1,student,Rap,,Unsampled,Low,High rating,0,1
20~35,Male,Less than 6 months,Smartphone,Family Plan-Rs 179/month,No,Family Plan-Rs 179/month,Podcast,Rap,Night,Sadness or melancholy,Once a week,Playlists,2,Once a week,,,,Medium (15-30 minutes),Neutral,0,family,Rap,0.0,Segment 0,Medium,Low rating,0,1
20~35,Male,Less than 6 months,Tablet,Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,Melody,Afternoon,Social gatherings or parties,Daily,Playlists,5,Rarely,Lifestyle and Health,Discussion,Both,Medium (15-30 minutes),Dissatisfied,1,free,Melody,,Unsampled,High,High rating,1,1
12~20,Male,6 months to 1 year,Tablet,Free (ad-supported),Yes,Individual Plan- Rs 119/month,Podcast,Jazz,Morning,Social gatherings or parties,Rarely,Recommendations,3,Once a week,,Interview,Both,Short (less than 15 minutes),Very Dissatisfied,1,free,Jazz,,Unsampled,Low,Neutral rating,0,1
12~20,Others,6 months to 1 year,Tablet,Individual Plan- Rs 119/month,Yes,Student Plan-Rs 59/month,Podcast,Pop,Afternoon,Sadness or melancholy,Several times a week,Playlists,2,Several times a week,Comedy,Interview,,Long (more than 30 minutes),Satisfied,1,individual,Pop,,Unsampled,High,Low rating,0,1
20~35,Female,More than 2 years,Smart speakers or voice assistants,Individual Plan- Rs 119/month,No,Student Plan-Rs 59/month,Podcast,Rap,Morning,Relaxation and stress relief,Several times a week,Playlists,4,Several times a week,Sports,Discussion,,Short (less than 15 minutes),Neutral,0,individual,Rap,,Unsampled,High,High rating,0,1
35~60,Others,1 year to 2 years,Smartphone,Family Plan-Rs 179/month,No,Individual Plan- Rs 119/month,Music,Classical,Afternoon,Relaxation and stress relief,Never,Recommendations,5,Never,Comedy,Interview,Famous personalities,,Neutral,0,family,Classical,,Unsampled,Low,High rating,0,1
35~60,Female,6 months to 1 year,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Pop,Afternoon,Sadness or melancholy,Several times a week,Recommendations,5,Rarely,Sports,Discussion,Both,,Very Dissatisfied,1,free,Pop,,Unsampled,High,High rating,1,1
12~20,Male,Less than 6 months,Smart speakers or voice assistants,Family Plan-Rs 179/month,Yes,Family Plan-Rs 179/month,Podcast,Classical,Morning,Relaxation and stress relief,Daily,Recommendations,2,Several times a week,Comedy,,Famous personalities,Short (less than 15 minutes),Dissatisfied,1,family,Classical,,Unsampled,High,Low rating,0,1
12~20,Male,Less than 6 months,Smartphone,Student Plan-Rs 59/month,No,Individual Plan- Rs 119/month,Music,Pop,Morning,Sadness or melancholy,Never,Playlists,3,Several times a week,Sports,Story telling,,Medium (15-30 minutes),Very Dissatisfied,0,student,Pop,0.0,Segment 0,Low,Neutral rating,0,1
20~35,Male,6 months to 1 year,Tablet,Free (ad-supported),Yes,,Podcast,Jazz,Evening,Relaxation and stress relief,Never,Playlists,5,Once a week,Comedy,Discussion,Both,Medium (15-30 minutes),Neutral,1,free,Jazz,,Unsampled,Low,High rating,0,1
20~35,Male,Less than 6 months,Smartphone,Individual Plan- Rs 119/month,Yes,Student Plan-Rs 59/month,Music,Rap,Evening,Relaxation and stress relief,Once a week,Playlists,3,Several times a week,Comedy,Discussion,Famous personalities,Long (more than 30 minutes),Dissatisfied,1,individual,Rap,,Unsampled,Medium,Neutral rating,0,1
12~20,Male,More than 2 years,Smartphone,Family Plan-Rs 179/month,No,Student Plan-Rs 59/month,Music,Pop,Morning,Social gatherings or parties,Never,Playlists,1,Daily,Technology,,Both,,Satisfied,0,family,Pop,,Unsampled,Low,Low rating,0,1
20~35,Others,Less than 6 months,Tablet,Student Plan-Rs 59/month,No,Family Plan-Rs 179/month,Music,Pop,Evening,Social gatherings or parties,Once a week,Recommendations,1,Never,Technology,,Both,Medium (15-30 minutes),Very Dissatisfied,0,student,Pop,,Unsampled,Medium,Low rating,0,1
35~60,Others,Less than 6 months,Tablet,Individual Plan- Rs 119/month,No,Individual Plan- Rs 119/month,Music,Pop,Afternoon,Sadness or melancholy,Several times a week,Recommendations,4,Once a week,Lifestyle and Health,Story telling,Famous personalities,,Satisfied,0,individual,Pop,0.0,Segment 0,High,High rating,0,1
12~20,Others,1 year to 2 years,Smart speakers or voice assistants,Student Plan-Rs 59/month,Yes,,Podcast,Classical,Morning,Relaxation and stress relief,Once a week,Playlists,1,Once a week,Technology,Story telling,,Long (more than 30 minutes),Very Satisfied,1,student,Classical,0.0,Segment 0,Medium,Low rating,0,1
20~35,Others,Less than 6 months,Smartphone,Student Plan-Rs 59/month,No,Student Plan-Rs 59/month,Podcast,Melody,Night,Sadness or melancholy,Never,Recommendations,4,Several times a week,Technology,Discussion,Both,Medium (15-30 minutes),Neutral,0,student,Melody,0.0,Segment 0,Low,High rating,0,1
12~20,Others,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/month,Podcast,Jazz,Night,Sadness or melancholy,Once a week,Playlists,3,Rarely,,,Both,,Very Dissatisfied,1,free,Jazz,,Unsampled,Medium,Neutral rating,0,1
12~20,Others,More than 2 years,Tablet,Family Plan-Rs 179/month,No,,Podcast,Classical,Afternoon,Social gatherings or parties,Never,Recommendations,3,Daily,Comedy,,Well known individuals,Medium (15-30 minutes),Neutral,0,family,Classical,0.0,Segment 0,Low,Neutral rating,0,1
35~60,Male,6 months to 1 year,Computer or laptop,Individual Plan- Rs 119/month,No,Individual Plan- Rs 119/month,Music,Rock,Morning,Relaxation and stress relief,Never,Recommendations,3,Several times a week,,Story telling,Both,Long (more than 30 minutes),Very Satisfied,0,individual,Rock,,Unsampled,Low,Neutral rating,0,1
35~60,Male,6 months to 1 year,Computer or laptop,Family Plan-Rs 179/month,No,Individual Plan- Rs 119/month,Podcast,Jazz,Afternoon,Sadness or melancholy,Once a week,Recommendations,4,Never,Lifestyle and Health,Discussion,Both,Long (more than 30 minutes),Neutral,0,family,Jazz,0.0,Segment 0,Medium,High rating,0,1
20~35,Others,Less than 6 months,Smartphone,Individual Plan- Rs 119/month,No,,Podcast,Rock,Evening,Sadness or melancholy,Several times a week,Recommendations,3,Never,Technology,,Famous personalities,Long (more than 30 minutes),Very Satisfied,0,individual,Rock,0.0,Segment 0,High,Neutral rating,0,1
20~35,Others,Less than 6 months,Smart speakers or voice assistants,Individual Plan- Rs 119/month,No,Family Plan-Rs 179/month,Music,Rap,Morning,Social gatherings or parties,Rarely,Playlists,5,Daily,Lifestyle and Health,,Both,,Satisfied,0,individual,Rap,,Unsampled,Low,High rating,0,1
12~20,Male,Less than 6 months,Computer or laptop,Individual Plan- Rs 119/month,Yes,,Podcast,Classical,Afternoon,Relaxation and stress relief,Once a week,Recommendations,1,Several times a week,Technology,Interview,Well known individuals,Medium (15-30 minutes),Very Dissatisfied,1,individual,Classical,,Unsampled,Medium,Low rating,0,1
12~20,Others,More than 2 years,Smart speakers or voice assistants,Individual Plan- Rs 119/month,No,Student Plan-Rs 59/month,Music,Pop,Afternoon,Sadness or melancholy,Once a week,Playlists,3,Daily,,Discussion,Well known individuals,Short (less than 15 minutes),Dissatisfied,0,individual,Pop,,Unsampled,Medium,Neutral rating,0,1
35~60,Male,1 year to 2 years,Tablet,Individual Plan- Rs 119/month,No,,Podcast,Melody,Evening,Social gatherings or parties,Daily,Recommendations,5,Once a week,Comedy,Story telling,Famous personalities,Long (more than 30 minutes),Neutral,0,individual,Melody,,Unsampled,High,High rating,0,1
35~60,Male,Less than 6 months,Smart speakers or voice assistants,Student Plan-Rs 59/month,Yes,,Music,Rap,Afternoon,Social gatherings or parties,Once a week,Playlists,2,Rarely,Sports,Interview,Both,Medium (15-30 minutes),Satisfied,1,student,Rap,,Unsampled,Medium,Low rating,0,1
20~35,Female,Less than 6 months,Computer or laptop,Family Plan-Rs 179/month,Yes,Individual Plan- Rs 119/month,Podcast,Pop,Evening,Social gatherings or parties,Once a week,Playlists,2,Never,Sports,,Both,Short (less than 15 minutes),Neutral,1,family,Pop,,Unsampled,Medium,Low rating,0,1
12~20,Others,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/month,Music,Rock,Afternoon,Social gatherings or parties,Rarely,Playlists,4,Several times a week,Technology,,,Long (more than 30 minutes),Neutral,1,free,Rock,,Unsampled,Low,High rating,0,1
35~60,Others,6 months to 1 year,Smart speakers or voice assistants,Student Plan-Rs 59/month,No,,Music,Rap,Afternoon,Social gatherings or parties,Rarely,Recommendations,3,Daily,Comedy,Discussion,Well known individuals,Medium (15-30 minutes),Satisfied,0,student,Rap,,Unsampled,Low,Neutral rating,0,1
